04_40_40_1000_UDS_05
RE: 1000.000000
ITERACTIONS: 1280
VARIABLES = "X", "Y", "U", "V", "P"
0.787500,0.962500,0.656592,-0.029071,0.004355
0.812500,0.962500,0.619830,-0.037277,0.005419
0.837500,0.962500,0.573043,-0.048913,0.006847
0.862500,0.962500,0.512654,-0.066109,0.008843
0.887500,0.962500,0.433971,-0.092536,0.011759
0.912500,0.962500,0.332229,-0.134151,0.016218
0.937500,0.962500,0.207571,-0.198462,0.023241
0.962500,0.962500,0.079725,-0.284384,0.034074
0.987500,0.962500,0.009681,-0.330057,0.047840
0.012500,0.987500,0.160203,0.160203,-0.076670
0.037500,0.987500,0.432429,0.112023,-0.038195
0.062500,0.987500,0.609946,0.065495,-0.021644
0.087500,0.987500,0.713933,0.038491,-0.013850
0.112500,0.987500,0.776408,0.023984,-0.009720
0.137500,0.987500,0.816388,0.015996,-0.007260
0.162500,0.987500,0.843702,0.011318,-0.005644
0.187500,0.987500,0.863400,0.008379,-0.004505
0.212500,0.987500,0.878191,0.006410,-0.003659
0.237500,0.987500,0.889618,0.005017,-0.003005
0.262500,0.987500,0.898621,0.003986,-0.002486
0.287500,0.987500,0.905803,0.003195,-0.002062
0.312500,0.987500,0.911568,0.002569,-0.001709
0.337500,0.987500,0.916197,0.002059,-0.001409
0.362500,0.987500,0.919890,0.001633,-0.001148
0.387500,0.987500,0.922791,0.001268,-0.000917
0.412500,0.987500,0.925006,0.000946,-0.000709
0.437500,0.987500,0.926608,0.000656,-0.000516
0.462500,0.987500,0.927649,0.000385,-0.000334
0.487500,0.987500,0.928161,0.000127,-0.000158
0.512500,0.987500,0.928160,-0.000128,0.000016
0.537500,0.987500,0.927646,-0.000386,0.000192
0.562500,0.987500,0.926603,-0.000657,0.000374
0.587500,0.987500,0.924998,-0.000947,0.000567
0.612500,0.987500,0.922781,-0.001269,0.000776
0.637500,0.987500,0.919877,-0.001635,0.001008
0.662500,0.987500,0.916180,-0.002061,0.001269
0.687500,0.987500,0.911548,-0.002571,0.001570
0.712500,0.987500,0.905779,-0.003197,0.001924
0.737500,0.987500,0.898593,-0.003988,0.002348
0.762500,0.987500,0.889585,-0.005019,0.002869
0.787500,0.987500,0.878152,-0.006412,0.003523
0.812500,0.987500,0.863356,-0.008382,0.004371
0.837500,0.987500,0.843652,-0.011320,0.005512
0.862500,0.987500,0.816333,-0.015998,0.007129
0.887500,0.987500,0.776349,-0.023984,0.009592
0.912500,0.987500,0.713874,-0.038490,0.013724
0.937500,0.987500,0.609893,-0.065490,0.021520
0.962500,0.987500,0.432389,-0.112012,0.038074
0.987500,0.987500,0.160188,-0.160188,0.076550
